round_idx,train_loss,val_loss,val_accuracy,test_loss,test_accuracy,last10_mean_accuracy,mean_local_cosine,kept_batch_ratio,mean_server_cosine,mean_epsilon_t,mean_sigma_t,communication_mb,mean_clean_update_norm,mean_noisy_update_norm
1,3.813587151555228,3.580901306942769,9.367241118096901,3.72945166625548,8.323524166136432,8.323524166136432,0.9171331335642459,0.8988459107050631,0,0,0,20.49114990234375,0.5073923784258976,0.5430215110908678
2,3.760065345879577,3.518541384106839,10.35752871975969,3.604971612964476,9.170330435078514,8.746927300607473,0.92,0.8948162168988152,0,0,0,20.49114990234375,0.5159998028939426,0.549882718530152
3,3.663889430330626,3.499516860659442,12.09723183299403,3.546093459742555,10.76573949929148,9.419864700168807,0.8443814703231881,0.9017852341758303,0,0,0,20.49114990234375,0.5933084396910824,0.6254451382985309
4,3.687893781442239,3.433923767970806,13.19752102537274,3.482901804133283,11.7208720778835,9.99511654459748,0.5812265071470665,0.9096149166955609,0,0,0,20.49114990234375,0.636008031276799,0.6663985128554866
5,3.653391605338927,3.476315875472479,13.1116845620689,3.533794953038725,11.48896727829227,10.29388669133644,0.6136478048171635,0.9086539712790317,0,0,0,20.49114990234375,0.6497622257761546,0.6784064903260814
6,3.634773267949654,3.480325789606229,14.07765780200058,3.464743352670961,12.30791284011931,10.62955771613358,0.6128982081382008,0.9064179354278589,0.5880708377058262,9.504950495049505,0.5097138870032755,20.49114990234375,0.6808786966442287,0.8277767441653946
7,3.433490365061111,3.27841662362646,17.6372347003257,3.356884710665417,15.71945761450386,11.35668627304362,0.5739716317917645,0.9136754790937999,0.5508142372471521,11.08910891089109,0.4368976174313788,20.49114990234375,0.7875969941512466,0.9156059675007944
8,3.376139891114247,3.199986965342072,19.14735394309993,3.267789063791469,17.08049880176285,12.07216283913353,0.6201303584517263,0.9128572021719432,0.5709614710103111,12.67326732673268,0.3822854152524564,20.49114990234375,0.708465416497633,0.821871029961277
9,3.148036328868747,2.982373457147887,24.24588441859529,3.03500712353744,22.11990295849152,13.18857840795108,0.6302456494861062,0.9190306644186584,0.6299482198521796,14.25742574257426,0.3398092580021835,20.49114990234375,0.6006370915258379,0.7022964879607211
10,3.064952145584116,2.900534850360003,27.66103439962118,2.83953615142966,25.62046845579015,14.43176741273499,0.5764671870621086,0.9225024135761906,0.6052779887130361,15.84158415841585,0.3058283322019651,20.49114990234375,0.7984259973988665,0.8903391768049889
11,2.935640096982851,2.809127999053311,29.49541470877662,2.815432625562468,27.53912826678458,16.35332782279981,0.538922994792972,0.9267333351662639,0.5084979772722397,17.42574257425742,0.2780257565472411,20.49114990234375,0.9404735341293077,1.024095041961214
12,2.981153494823597,2.86817358737785,28.33523912388136,2.822968152858224,26.46208220227117,18.08250299951907,0.5546690163983373,0.9259054648174336,0.5422103992662817,19.00990099009901,0.2548569435016377,20.49114990234375,0.804233417314204,0.8806541626628045
13,2.952507063256013,2.826338203781177,28.56560068911701,2.820108825898562,26.77441973505564,19.68337102309548,0.4837960324394286,0.9284495374958021,0.5275895473596351,20.59405940594059,0.2352525632322809,20.49114990234375,0.8429609302909551,0.9154946170012536
14,2.951814422828409,2.788961688045397,30.51312145551304,2.755818633549526,28.80277109496807,21.39156092480394,0.5468424753466222,0.9297954125193616,0.4812469320300374,22.17821782178217,0.2184488087156894,20.49114990234375,0.849515367225997,0.9188213359573338
15,3.054337053718775,2.947531695523766,27.66032312600629,2.885132841416556,26.02967914010426,22.84563211098514,0.5461525701942195,0.9323122313626121,0.555263207030614,23.76237623762376,0.2038855548013101,20.49114990234375,0.6621830802187564,0.7287888034986043
16,2.909147367535147,2.817441436585191,30.3273881399946,2.817085595950933,28.77536146988764,24.49237697396197,0.5353184163681318,0.9345320982572218,0.5875113825607817,25.34653465346535,0.1911427076262282,20.49114990234375,0.5519312197803117,0.6162652690372421
17,2.904875579759163,2.763435771636357,32.59594070629168,2.744615178489084,30.99225930327358,26.01965714283894,0.5215905695087726,0.9327787301620494,0.4944143508150395,26.93069306930693,0.1798990189423324,20.49114990234375,0.619160249152209,0.6815755655626925
18,2.869945212960504,2.723274103056388,33.13335988700272,2.748260508468273,31.43827985188434,27.4554352478511,0.4723289188051084,0.9388959871601212,0.4661447921057589,28.51485148514852,0.1699046290010917,20.49114990234375,0.6668776648172813,0.7276683660283766
19,2.885148018739795,2.792515918489455,32.37878065503326,2.785077718878223,30.59140827943383,28.30258577994532,0.524713447127457,0.9388372488645735,0.4669208945519323,30.0990099009901,0.1609622801062975,20.49114990234375,0.6295752650204083,0.6889890290506914
20,2.8405826171801,2.733829330444696,32.87340802506884,2.744528631403798,30.99294469807728,28.83983340417404,0.4799588975066625,0.9408363421351948,0.471348579893076,31.68316831683169,0.1529141661009825,20.49114990234375,0.5635411767082019,0.6217885298734621
21,2.526418996199042,2.394028095817634,39.24294755837086,2.470460696071362,37.26870364458284,29.81279094195386,0.4086452857533086,0.9373077614393177,0.4393130739735073,33.26732673267327,0.1456325391437929,20.49114990234375,0.645459838645057,0.702721232073114
22,2.506301336033875,2.405241996088743,38.82658439798505,2.460482860911002,36.75799172967876,30.84238189469462,0.4159950519731385,0.9453659551071252,0.4299553749389118,34.85148514851485,0.1390128782736205,20.49114990234375,0.6152410938917894,0.6716723717384873
23,2.416327114109159,2.392921763338769,39.67275937423023,2.427526816703443,37.50938189187993,31.91587811037705,0.3931551741821592,0.9453339811839344,0.4829226306887273,36.43564356435643,0.1329688400878109,20.49114990234375,0.6286426785618738,0.6843793574844684
24,2.399031764032866,2.256236253376341,41.69803450581831,2.290981296160788,39.45679948644319,32.98128094952456,0.4389804362181864,0.9453316324157881,0.4784819040040281,38.01980198019801,0.1274284717508188,20.49114990234375,0.4859846495821949,0.5426671955549552
25,2.249359295308506,2.172640919517706,43.49019930331187,2.205164776461119,41.26568300592127,34.50488133610627,0.4324465153648176,0.9466273270755958,0.4471184603290687,39.6039603960396,0.122331332880786,20.49114990234375,0.4906150198972024,0.5483477807462153
